Beach Name,Date,Measurement Timestamp,DNA Reading Mean,Ecoli Predicted Level,Latitude_ecoli,Longitude_ecoli,Location_ecoli,Nearest Weather Station,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Osterman,2017-07-17,07/17/2017 12:00:00 AM,1131.0,293.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,18.78,65,,0.0,,,48,2.1,2.7,995.3,0
Rogers,2017-07-17,07/17/2017 12:00:00 AM,656.4,206.4,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,18.78,65,,0.0,,,48,2.1,2.7,995.3,0
Foster,2017-07-18,07/18/2017 12:00:00 AM,136.3,248.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Hartigan (Albion),2017-07-18,07/18/2017 12:00:00 AM,207.0,119.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Howard,2017-07-18,07/18/2017 12:00:00 AM,119.6,117.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Marion Mahony Griffin (Jarvis),2017-07-18,07/18/2017 12:00:00 AM,176.1,117.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Osterman,2017-07-18,07/18/2017 12:00:00 AM,345.2,259.6,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Rogers,2017-07-18,07/18/2017 12:00:00 AM,269.7,148.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,18.89,84,,0.0,,,99,0.2,0.4,995.6,0
Foster,2017-07-19,07/19/2017 12:00:00 AM,90.8,200.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Hartigan (Albion),2017-07-19,07/19/2017 12:00:00 AM,59.4,63.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Howard,2017-07-19,07/19/2017 12:00:00 AM,76.7,112.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Marion Mahony Griffin (Jarvis),2017-07-19,07/19/2017 12:00:00 AM,199.7,52.1,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Osterman,2017-07-19,07/19/2017 12:00:00 AM,37.9,192.9,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Rogers,2017-07-19,07/19/2017 12:00:00 AM,779.3,69.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,26.5,57,,0.0,,,205,2.0,2.1,995.3,0
Foster,2017-07-20,07/20/2017 12:00:00 AM,239.4,421.6,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Hartigan (Albion),2017-07-20,07/20/2017 12:00:00 AM,3222.4,236.6,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Howard,2017-07-20,07/20/2017 12:00:00 AM,25.1,237.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Marion Mahony Griffin (Jarvis),2017-07-20,07/20/2017 12:00:00 AM,204.8,289.8,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Osterman,2017-07-20,07/20/2017 12:00:00 AM,191.4,402.9,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Rogers,2017-07-20,07/20/2017 12:00:00 AM,349.0,301.4,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.17,81,,3.23,,,307,1.6,1.7,995.6,0
Foster,2017-07-22,07/22/2017 12:00:00 AM,1068.3,243.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Hartigan (Albion),2017-07-22,07/22/2017 12:00:00 AM,213.6,155.6,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Howard,2017-07-22,07/22/2017 12:00:00 AM,149.5,180.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Marion Mahony Griffin (Jarvis),2017-07-22,07/22/2017 12:00:00 AM,192.7,168.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Osterman,2017-07-22,07/22/2017 12:00:00 AM,278.6,199.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Rogers,2017-07-22,07/22/2017 12:00:00 AM,110.5,183.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.89,90,,10.29,,,146,2.1,2.6,988.1,0
Foster,2017-07-23,07/23/2017 12:00:00 AM,247.1,156.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Hartigan (Albion),2017-07-23,07/23/2017 12:00:00 AM,83.3,118.8,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Howard,2017-07-23,07/23/2017 12:00:00 AM,29.6,105.1,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Marion Mahony Griffin (Jarvis),2017-07-23,07/23/2017 12:00:00 AM,12.4,110.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Osterman,2017-07-23,07/23/2017 12:00:00 AM,225.7,188.9,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Rogers,2017-07-23,07/23/2017 12:00:00 AM,207.4,156.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.56,87,,0.0,,,164,0.6,0.7,986.8,0
Foster,2017-07-24,07/24/2017 12:00:00 AM,556.2,451.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Hartigan (Albion),2017-07-24,07/24/2017 12:00:00 AM,832.9,280.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Howard,2017-07-24,07/24/2017 12:00:00 AM,1226.5,280.1,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Marion Mahony Griffin (Jarvis),2017-07-24,07/24/2017 12:00:00 AM,1218.1,375.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Osterman,2017-07-24,07/24/2017 12:00:00 AM,1080.9,427.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Rogers,2017-07-24,07/24/2017 12:00:00 AM,2016.7,367.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.28,77,,0.0,,,8,6.8,8.0,989.8,0
Foster,2017-07-25,07/25/2017 12:00:00 AM,237.6,317.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Hartigan (Albion),2017-07-25,07/25/2017 12:00:00 AM,216.8,169.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Howard,2017-07-25,07/25/2017 12:00:00 AM,461.2,176.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Marion Mahony Griffin (Jarvis),2017-07-25,07/25/2017 12:00:00 AM,734.0,164.8,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Osterman,2017-07-25,07/25/2017 12:00:00 AM,298.4,418.3,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Rogers,2017-07-25,07/25/2017 12:00:00 AM,1336.3,254.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,20.28,73,,0.0,,,56,2.0,2.2,997.6,0
Foster,2017-07-26,07/26/2017 12:00:00 AM,116.3,124.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Hartigan (Albion),2017-07-26,07/26/2017 12:00:00 AM,267.7,70.0,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Howard,2017-07-26,07/26/2017 12:00:00 AM,150.0,96.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Marion Mahony Griffin (Jarvis),2017-07-26,07/26/2017 12:00:00 AM,82.8,49.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Osterman,2017-07-26,07/26/2017 12:00:00 AM,505.6,115.0,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Rogers,2017-07-26,07/26/2017 12:00:00 AM,219.0,63.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,23.0,52,,0.0,,,142,3.3,3.8,997.3,0
Foster,2017-07-27,07/27/2017 12:00:00 AM,75.9,158.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Hartigan (Albion),2017-07-27,07/27/2017 12:00:00 AM,62.6,106.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Howard,2017-07-27,07/27/2017 12:00:00 AM,53.7,112.7,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Marion Mahony Griffin (Jarvis),2017-07-27,07/27/2017 12:00:00 AM,88.3,98.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Osterman,2017-07-27,07/27/2017 12:00:00 AM,300.9,174.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Rogers,2017-07-27,07/27/2017 12:00:00 AM,261.5,127.1,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,24.0,82,,0.13,,,143,2.0,2.5,991.5,0
Foster,2017-07-28,07/28/2017 12:00:00 AM,1068.1,124.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Hartigan (Albion),2017-07-28,07/28/2017 12:00:00 AM,286.5,80.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Howard,2017-07-28,07/28/2017 12:00:00 AM,1185.6,97.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Marion Mahony Griffin (Jarvis),2017-07-28,07/28/2017 12:00:00 AM,605.4,58.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Osterman,2017-07-28,07/28/2017 12:00:00 AM,384.3,157.3,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Rogers,2017-07-28,07/28/2017 12:00:00 AM,2828.0,89.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.78,78,,0.0,,,347,2.5,2.6,991.2,0
Foster,2017-07-31,07/31/2017 12:00:00 AM,77.7,144.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Hartigan (Albion),2017-07-31,07/31/2017 12:00:00 AM,93.7,59.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Howard,2017-07-31,07/31/2017 12:00:00 AM,37.7,98.1,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Marion Mahony Griffin (Jarvis),2017-07-31,07/31/2017 12:00:00 AM,33.0,49.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Osterman,2017-07-31,07/31/2017 12:00:00 AM,76.4,155.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Rogers,2017-07-31,07/31/2017 12:00:00 AM,60.2,58.8,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.5,85,,0.0,,,188,0.5,0.6,999.7,0
Foster,2017-08-01,08/01/2017 12:00:00 AM,27.1,65.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Hartigan (Albion),2017-08-01,08/01/2017 12:00:00 AM,417.2,35.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Howard,2017-08-01,08/01/2017 12:00:00 AM,167.5,60.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Marion Mahony Griffin (Jarvis),2017-08-01,08/01/2017 12:00:00 AM,90.5,18.7,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Osterman,2017-08-01,08/01/2017 12:00:00 AM,19.6,50.6,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Rogers,2017-08-01,08/01/2017 12:00:00 AM,127.0,18.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.5,73,,0.0,,,81,0.5,0.6,997.3,0
Foster,2017-08-02,08/02/2017 12:00:00 AM,138.7,89.5,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Hartigan (Albion),2017-08-02,08/02/2017 12:00:00 AM,130.2,37.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Howard,2017-08-02,08/02/2017 12:00:00 AM,116.6,74.9,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Marion Mahony Griffin (Jarvis),2017-08-02,08/02/2017 12:00:00 AM,149.7,26.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Osterman,2017-08-02,08/02/2017 12:00:00 AM,24.3,64.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Rogers,2017-08-02,08/02/2017 12:00:00 AM,187.3,30.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,23.89,64,,0.0,,,203,0.9,1.2,994.6,0
Foster,2017-08-03,08/03/2017 12:00:00 AM,321.4,339.0,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Hartigan (Albion),2017-08-03,08/03/2017 12:00:00 AM,389.7,220.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Howard,2017-08-03,08/03/2017 12:00:00 AM,4501.4,226.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Marion Mahony Griffin (Jarvis),2017-08-03,08/03/2017 12:00:00 AM,1120.6,263.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Osterman,2017-08-03,08/03/2017 12:00:00 AM,1617.0,309.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Rogers,2017-08-03,08/03/2017 12:00:00 AM,1636.8,268.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.78,82,,0.0,,,358,1.1,1.6,994.9,0
Foster,2017-08-04,08/04/2017 12:00:00 AM,351.6,117.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Hartigan (Albion),2017-08-04,08/04/2017 12:00:00 AM,345.5,83.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Howard,2017-08-04,08/04/2017 12:00:00 AM,390.4,97.7,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Marion Mahony Griffin (Jarvis),2017-08-04,08/04/2017 12:00:00 AM,253.8,77.3,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Osterman,2017-08-04,08/04/2017 12:00:00 AM,181.3,138.1,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Rogers,2017-08-04,08/04/2017 12:00:00 AM,101.9,90.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.89,77,,0.0,,,270,2.7,3.0,987.1,0
Foster,2017-08-05,08/05/2017 12:00:00 AM,614.0,146.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Hartigan (Albion),2017-08-05,08/05/2017 12:00:00 AM,199.3,114.8,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Howard,2017-08-05,08/05/2017 12:00:00 AM,89.0,104.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Marion Mahony Griffin (Jarvis),2017-08-05,08/05/2017 12:00:00 AM,372.2,100.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Osterman,2017-08-05,08/05/2017 12:00:00 AM,230.5,209.1,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Rogers,2017-08-05,08/05/2017 12:00:00 AM,567.5,143.8,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,16.78,66,,0.0,,,231,2.5,3.6,992.9,0
Foster,2017-08-06,08/06/2017 12:00:00 AM,53.4,311.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Hartigan (Albion),2017-08-06,08/06/2017 12:00:00 AM,202.2,144.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Howard,2017-08-06,08/06/2017 12:00:00 AM,121.5,116.8,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Marion Mahony Griffin (Jarvis),2017-08-06,08/06/2017 12:00:00 AM,184.9,116.3,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Osterman,2017-08-06,08/06/2017 12:00:00 AM,15.5,162.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Rogers,2017-08-06,08/06/2017 12:00:00 AM,276.9,143.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.06,55,,0.0,,,203,1.1,1.2,993.9,0
Foster,2017-08-08,08/08/2017 12:00:00 AM,327.4,107.2,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Hartigan (Albion),2017-08-08,08/08/2017 12:00:00 AM,96.3,95.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Howard,2017-08-08,08/08/2017 12:00:00 AM,106.7,126.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Marion Mahony Griffin (Jarvis),2017-08-08,08/08/2017 12:00:00 AM,419.7,93.8,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Osterman,2017-08-08,08/08/2017 12:00:00 AM,83.1,115.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Rogers,2017-08-08,08/08/2017 12:00:00 AM,611.7,106.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.17,50,,0.0,,,289,2.0,2.1,998.0,0
Foster,2017-08-09,08/09/2017 12:00:00 AM,50.4,92.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Hartigan (Albion),2017-08-09,08/09/2017 12:00:00 AM,82.5,50.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Howard,2017-08-09,08/09/2017 12:00:00 AM,132.2,87.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Marion Mahony Griffin (Jarvis),2017-08-09,08/09/2017 12:00:00 AM,88.5,38.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Osterman,2017-08-09,08/09/2017 12:00:00 AM,11.0,113.3,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Rogers,2017-08-09,08/09/2017 12:00:00 AM,283.0,44.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.5,52,,0.0,,,250,0.8,0.9,999.0,0
Foster,2017-08-11,08/11/2017 12:00:00 AM,66.1,127.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Hartigan (Albion),2017-08-11,08/11/2017 12:00:00 AM,73.1,75.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Howard,2017-08-11,08/11/2017 12:00:00 AM,24.3,119.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Marion Mahony Griffin (Jarvis),2017-08-11,08/11/2017 12:00:00 AM,137.6,77.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Osterman,2017-08-11,08/11/2017 12:00:00 AM,23.7,155.5,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Rogers,2017-08-11,08/11/2017 12:00:00 AM,151.0,113.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.17,77,,0.0,,,255,1.4,1.5,992.2,0
Foster,2017-08-12,08/12/2017 12:00:00 AM,115.3,77.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Hartigan (Albion),2017-08-12,08/12/2017 12:00:00 AM,61.5,34.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Howard,2017-08-12,08/12/2017 12:00:00 AM,169.2,74.7,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Marion Mahony Griffin (Jarvis),2017-08-12,08/12/2017 12:00:00 AM,395.0,22.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Osterman,2017-08-12,08/12/2017 12:00:00 AM,194.1,60.1,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Rogers,2017-08-12,08/12/2017 12:00:00 AM,1162.4,29.6,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.17,70,,0.0,,,302,2.9,3.3,993.6,0
Foster,2017-08-13,08/13/2017 12:00:00 AM,77.8,54.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Hartigan (Albion),2017-08-13,08/13/2017 12:00:00 AM,44.5,52.8,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Howard,2017-08-13,08/13/2017 12:00:00 AM,243.4,77.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Marion Mahony Griffin (Jarvis),2017-08-13,08/13/2017 12:00:00 AM,142.9,32.3,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Osterman,2017-08-13,08/13/2017 12:00:00 AM,142.2,63.3,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Rogers,2017-08-13,08/13/2017 12:00:00 AM,201.3,39.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.67,64,,0.0,,,9,0.4,0.5,995.6,0
Foster,2017-08-14,08/14/2017 12:00:00 AM,128.6,96.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
Hartigan (Albion),2017-08-14,08/14/2017 12:00:00 AM,449.2,57.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
